reported_date,testing_start_date,testing_end_date,board_IDs,school_boards,school_ID,testing_sites
2021-05-28,2021-05-29,,B67121,Hamilton-Wentworth Catholic District School Board,694134,St. John Henry Newman Catholic Secondary School
2021-05-28,2021-06-04,,B67121,Hamilton-Wentworth Catholic District School Board,689750,Bishop Ryan Catholic Secondary School
2021-05-28,2021-05-31,,B66141,Hamilton-Wentworth District School Board,941719,Sir Allan MacNab Secondary School
2021-05-28,2021-05-29,,B66079,Kawartha Pine Ridge District School Board,898260,Campbellford District High School
2021-05-28,2021-06-03,,B66036,Lambton Kent District School Board,890861,Great Lakes Secondary School
2021-05-28,2021-06-02,,B67032,London District Catholic School Board,854280,St Thomas Aquinas Secondary School
2021-05-28,2021-06-02,,B67156,Niagara Catholic District School Board,703796,Denis Morris Catholic High School
2021-05-28,2021-05-29,,B66125,Peel District School Board,59404,Claireville Public School
2021-05-28,2021-05-29,,B66125,Peel District School Board,197410,Malala Yousafzai PS (Elementary)
2021-05-28,2021-05-30,,B66125,Peel District School Board,13463,Alloa Public School
2021-05-28,2021-05-30,,B66125,Peel District School Board,514357,Silverthorn Public School
2021-05-28,2021-05-29,,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,720240,Holy Trinity Catholic Secondary School
2021-05-28,2021-06-02,,B67091,Simcoe Muskoka Catholic District School Board,801275,St Joan of Arc High School
2021-05-28,2021-06-01,,B66044,Thames Valley District School Board,944939,Parkside Collegiate Institute
2021-05-28,2021-05-29,,B66192,Upper Canada District School Board,998935,TR Leger Adult Con Ed Secondary School
2021-05-28,2021-05-29,,B66192,Upper Canada District School Board,488542,Rockland Public School
2021-05-28,2021-05-29,,B66192,Upper Canada District School Board,935425,Rockland District High School
2021-05-28,2021-05-29,2021-05-30,B66192,Upper Canada District School Board,949094,Vankleek Hill Collegiate Institute
2021-05-28,2021-05-30,,B66192,Upper Canada District School Board,452297,Pleasant Corners Public School
2021-05-28,2021-05-30,,B67148,Waterloo Catholic District School Board,732320,Monsignor Doyle Catholic Secondary School
2021-05-28,2021-05-29,,B66176,Waterloo Region District School Board,911399,Galt Collegiate and Vocational Institute
2021-05-28,2021-05-29,,B67130,Wellington Catholic District School Board,708704,Sacred Heart - Rockwood Catholic Elementary School
2021-05-28,2021-05-29,,B67024,Windsor-Essex Catholic District School Board,717835,Holy Name Catholic School
2021-05-28,2021-06-03,2021-06-04,B67075,York Catholic District School Board,756709,Sacred Heart Catholic High School
2021-05-28,2021-06-03,2021-06-04,B66095,York Region District School Board,926140,Middlefield Collegiate Institute
2021-05-28,2021-06-03,2021-06-04,B66095,York Region District School Board,954292,Woodbridge College
2021-05-28,2021-06-03,2021-06-04,B66095,York Region District School Board,905020,Dr G W Williams Secondary School
2021-06-08,2021-06-05,,B67008,Bruce-Grey Catholic District School Board,732133,Sacred Heart School
2021-06-08,2021-06-05,,B67008,Bruce-Grey Catholic District School Board,759430,Sacred Heart High School
2021-06-08,2021-06-05,,B67172,Catholic District School Board of Eastern Ontario,804800,St John Catholic High School
2021-06-08,2021-06-05,,B67318,Conseil scolaire catholique MonAvenir,705357,�SC Renaissance
2021-06-08,2021-06-06,,B67318,Conseil scolaire catholique MonAvenir,683922,�SAC M�re-Teresa
2021-06-08,2021-06-11,,B66303,Conseil scolaire Viamonde,934852,�cole secondaire Le Caron
2021-06-08,2021-06-09,,B66150,District School Board of Niagara,897646,Greater Fort Erie Secondary School
2021-06-08,2021-06-06,,B67083,Dufferin-Peel Catholic District School Board,822655,St Marguerite d'Youville Secondary School
2021-06-08,2021-06-05,,B67113,Halton Catholic District School Board,697125,Christ the King Catholic Secondary School
2021-06-08,2021-06-05,,B67113,Halton Catholic District School Board,780871,St. Brigid Catholic Elementary School
2021-06-08,2021-06-08,,B67113,Halton Catholic District School Board,854212,St. Thomas Aquinas Catholic Secondary School
2021-06-08,2021-06-09,,B67113,Halton Catholic District School Board,689726,Bishop Paul Francis Reding Catholic Secondary School
2021-06-08,2021-06-05,,B66133,Halton District School Board,947539,Thomas A Blakelock High School
2021-06-08,2021-06-10,,B66133,Halton District School Board,947539,Thomas A Blakelock High School
2021-06-08,2021-06-05,,B67121,Hamilton-Wentworth Catholic District School Board,689750,Bishop Ryan Catholic Secondary School
2021-06-08,2021-06-05,,B67016,Huron Perth Catholic District School Board,832545,St Michael Catholic Secondary School
2021-06-08,2021-06-10,,B66036,Lambton Kent District School Board,950521,Wallaceburg District Secondary School
2021-06-08,2021-06-09,,B67032,London District Catholic School Board,752827,Regina Mundi College
2021-06-08,2021-06-05,,B66125,Peel District School Board,185850,Esker Lake Public School
2021-06-08,2021-06-05,,B66125,Peel District School Board,228940,Great Lakes Public School
2021-06-08,2021-06-06,,B66125,Peel District School Board,449075,Plowman's Park Public School
2021-06-08,2021-06-05,2021-06-06,B66125,Peel District School Board,80741,Chris Hadfield P.S. (Elementary)
2021-06-08,2021-06-05,,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,720240,Holy Trinity Catholic Secondary School
2021-06-08,2021-06-09,,B67091,Simcoe Muskoka Catholic District School Board,844012,St Peter's Secondary School
2021-06-08,2021-06-05,,B66087,Trillium Lakelands District School Board,922838,Lindsay Collegiate and Vocational Institute
2021-06-08,2021-06-05,,B66192,Upper Canada District School Board,935050,Perth and District Collegiate Institute
2021-06-11,2021-06-12,,B67172,Catholic District School Board of Eastern Ontario,751502,St Francis Xavier Catholic High School
2021-06-11,2021-06-12,,B66133,Halton District School Board,912433,Georgetown District High School
2021-06-11,2021-06-17,,B66133,Halton District School Board,912433,Georgetown District High School
2021-06-11,2021-06-16,,B67032,London District Catholic School Board,763602,St. Andre Bessette Secondary School
2021-06-11,2021-06-16,,B67091,Simcoe Muskoka Catholic District School Board,813389,St Joseph's Separate School
2021-06-11,2021-06-12,,B66192,Upper Canada District School Board,937673,Russell High School
2021-06-18,2021-06-23,,B67105,Durham Catholic District School Board,741310,Monsignor Paul Dwyer Catholic High School
2021-06-18,2021-06-19,,B66060,Durham District School Board,934991,Brooklin High School
2021-06-18,2021-06-22,,B66060,Durham District School Board,890855,Ajax High School
2021-06-18,2021-06-19,,B66133,Halton District School Board,918300,Iroquois Ridge High School
2021-06-18,2021-06-24,,B66133,Halton District School Board,918300,Iroquois Ridge High School
2021-06-18,2021-06-23,,B67032,London District Catholic School Board,810916,St Joseph's High School
2021-06-18,2021-06-19,,B66192,Upper Canada District School Board,911526,Gananoque Secondary School
2021-06-25,2021-06-30,,B67105,Durham Catholic District School Board,685984,All Saints Catholic Secondary School
2021-06-25,2021-06-26,,B66060,Durham District School Board,350508,McCaskill's Mills Public School
2021-06-25,2021-06-29,,B66060,Durham District School Board,948969,Uxbridge Secondary School
2021-06-25,2021-06-30,,B67032,London District Catholic School Board,831190,St Mary's High School
